entry_id	toned	plain	kind
有效|有效|you3 xiao4	you3xiao4	youxiao	canonical
有時|有时|you3 shi2	you3shi2	youshi	canonical
有的|有的|you3 de5	you3de5	youde	canonical
有著|有着|you3 zhe5	you3zhe5	youzhe	canonical
有關|有关|you3 guan1	you3guan1	youguan	canonical
朋友|朋友|peng2 you5	peng2you5	pengyou	canonical
朗|朗|lang3	lang3	lang	canonical
朝|朝|chao2	chao2	chao	canonical
朝|朝|zhao1	zhao1	zhao	canonical
期|期|qi1	qi1	qi	canonical
期|期|qi1	qi2	qi	variant
期間|期间|qi1 jian1	qi1jian1	qijian	canonical
木|木|mu4	mu4	mu	canonical
未|未|wei4	wei4	wei	canonical
未來|未来|wei4 lai2	wei4lai2	weilai	canonical
本|本|ben3	ben3	ben	canonical
本人|本人|ben3 ren2	ben3ren2	benren	canonical
本來|本来|ben3 lai2	ben3lai2	benlai	canonical
本地|本地|ben3 di4	ben3di4	bendi	canonical
本身|本身|ben3 shen1	ben3shen1	benshen	canonical
李|李|li3	li3	li	canonical
材料|材料|cai2 liao4	cai2liao4	cailiao	canonical
村|村|cun1	cun1	cun	canonical
杜|杜|du4	du4	du	canonical
杯|杯|bei1	bei1	bei	canonical
東|东|dong1	dong1	dong	canonical
東西|东西|dong1 xi1	dong1xi1	dongxi	canonical
東西|东西|dong1 xi5	dong1xi5	dongxi	canonical
松|松|song1	song1	song	canonical
板|板|ban3	ban3	ban	canonical
枚|枚|mei2	mei2	mei	canonical
架|架|jia4	jia4	jia	canonical
某|某|mou3	mou3	mou	canonical
某些|某些|mou3 xie1	mou3xie1	mouxie	canonical
某種|某种|mou3 zhong3	mou3zhong3	mouzhong	canonical
查|查|cha2	cha2	cha	canonical
校|校|jiao4	jiao4	jiao	canonical
校|校|xiao4	xiao4	xiao	canonical
校長|校长|xiao4 zhang3	xiao4zhang3	xiaozhang	canonical
根|根|gen1	gen1	gen	canonical
根據|根据|gen1 ju4	gen1ju4	genju	canonical
根本|根本|gen1 ben3	gen1ben3	genben	canonical
格|格|ge2	ge2	ge	canonical
案|案|an4	an4	an	canonical
案件|案件|an4 jian4	an4jian4	anjian	canonical
梅|梅|mei2	mei2	mei	canonical
條|条|tiao2	tiao2	tiao	canonical
條件|条件|tiao2 jian4	tiao2jian4	tiaojian	canonical
棒|棒|bang4	bang4	bang	canonical
棒球|棒球|bang4 qiu2	bang4qiu2	bangqiu	canonical
森|森|sen1	sen1	sen	canonical
森林|森林|sen1 lin2	sen1lin2	senlin	canonical
植物|植物|zhi2 wu4	zhi2wu4	zhiwu	canonical
業|业|ye4	ye4	ye	canonical
極|极|ji2	ji2	ji	canonical
概念|概念|gai4 nian4	gai4nian4	gainian	canonical
榮|荣|rong2	rong2	rong	canonical
榮譽|荣誉|rong2 yu4	rong2yu4	rongyu	canonical
槍|枪|qiang1	qiang1	qiang	canonical
樂|乐|le4	le4	le	canonical
樂|乐|yue4	yue4	yue	canonical
樂隊|乐队|yue4 dui4	yue4dui4	yuedui	canonical
樓|楼|lou2	lou2	lou	canonical
標準|标准|biao1 zhun3	biao1zhun3	biaozhun	canonical
標誌|标志|biao1 zhi4	biao1zhi4	biaozhi	canonical
模|模|mo2	mo2	mo	canonical
模|模|mu2	mu2	mu	canonical
模型|模型|mo2 xing2	mo2xing2	moxing	canonical
模式|模式|mo2 shi4	mo2shi4	moshi	canonical
樹|树|shu4	shu4	shu	canonical
橋|桥|qiao2	qiao2	qiao	canonical
機器|机器|ji1 qi4	ji1qi4	jiqi	canonical
機器人|机器人|ji1 qi4 ren2	ji1qi4ren2	jiqiren	canonical
機場|机场|ji1 chang3	ji1chang3	jichang	canonical
機會|机会|ji1 hui4	ji1hui4	jihui	canonical
機構|机构|ji1 gou4	ji1gou4	jigou	canonical
檔案|档案|dang4 an4	dang4an4	dangan	canonical
檢查|检查|jian3 cha2	jian3cha2	jiancha	canonical
權|权|quan2	quan2	quan	canonical
權利|权利|quan2 li4	quan2li4	quanli	canonical
權力|权力|quan2 li4	quan2li4	quanli	canonical
次|次|ci4	ci4	ci	canonical
欲|欲|yu4	yu4	yu	canonical
款|款|kuan3	kuan3	kuan	canonical
歌|歌|ge1	ge1	ge	canonical
歌手|歌手|ge1 shou3	ge1shou3	geshou	canonical
歌曲|歌曲|ge1 qu3	ge1qu3	gequ	canonical
歐|欧|ou1	ou1	ou	canonical
歡迎|欢迎|huan1 ying2	huan1ying2	huanying	canonical
止|止|zhi3	zhi3	zhi	canonical
正|正|zheng1	zheng1	zheng	canonical
正|正|zheng4	zheng4	zheng	canonical
正在|正在|zheng4 zai4	zheng4zai4	zhengzai	canonical
正常|正常|zheng4 chang2	zheng4chang2	zhengchang	canonical
正式|正式|zheng4 shi4	zheng4shi4	zhengshi	canonical
正是|正是|zheng4 shi4	zheng4shi4	zhengshi	canonical
正確|正确|zheng4 que4	zheng4que4	zhengque	canonical
此|此|ci3	ci3	ci	canonical
步|步|bu4	bu4	bu	canonical
武器|武器|wu3 qi4	wu3qi4	wuqi	canonical
歲|岁|sui4	sui4	sui	canonical
歷史|历史|li4 shi3	li4shi3	lishi	canonical
歸|归|gui1	gui1	gui	canonical
死|死|si3	si3	si	canonical
死亡|死亡|si3 wang2	si3wang2	siwang	canonical
段|段|duan4	duan4	duan	canonical
殺|杀|sha1	sha1	sha	canonical
殺害|杀害|sha1 hai4	sha1hai4	shahai	canonical
殺死|杀死|sha1 si3	sha1si3	shasi	canonical
毀|毁|hui3	hui3	hui	canonical
母|母|mu3	mu3	mu	canonical
母親|母亲|mu3 qin1	mu3qin1	muqin	canonical
每|每|mei3	mei3	mei	canonical
每個|每个|mei3 ge4	mei3ge4	meige	canonical
每天|每天|mei3 tian1	mei3tian1	meitian	canonical
每年|每年|mei3 nian2	mei3nian2	meinian	canonical
毒|毒|du2	du2	du	canonical
比|比|bi3	bi3	bi	canonical
比|比|bi3	bi4	bi	variant
比如|比如|bi3 ru2	bi3ru2	biru	canonical
比賽|比赛|bi3 sai4	bi3sai4	bisai	canonical
比較|比较|bi3 jiao4	bi3jiao4	bijiao	canonical
毛|毛|mao2	mao2	mao	canonical
民|民|min2	min2	min	canonical
民主|民主|min2 zhu3	min2zhu3	minzhu	canonical
水平|水平|shui3 ping2	shui3ping2	shuiping	canonical
永遠|永远|yong3 yuan3	yong3yuan3	yongyuan	canonical
求|求|qiu2	qiu2	qiu	canonical
決定|决定|jue2 ding4	jue2ding4	jueding	canonical
汽車|汽车|qi4 che1	qi4che1	qiche	canonical
沒|没|mei2	mei2	mei	canonical
沒|没|mo4	mo4	mo	canonical
沒有|没有|mei2 you3	mei2you3	meiyou	canonical
沖|冲|chong1	chong1	chong	canonical
沙|沙|sha1	sha1	sha	canonical
沙|沙|sha4	sha4	sha	canonical
河|河|he2	he2	he	canonical
油|油|you2	you2	you	canonical
治|治|zhi4	zhi4	zhi	canonical
治療|治疗|zhi4 liao2	zhi4liao2	zhiliao	canonical
法|法|fa3	fa3	fa	canonical
法官|法官|fa3 guan1	fa3guan1	faguan	canonical
法庭|法庭|fa3 ting2	fa3ting2	fating	canonical
法律|法律|fa3 lu:4	fa3lv4	falv	canonical
法院|法院|fa3 yuan4	fa3yuan4	fayuan	canonical
波|波|bo1	bo1	bo	canonical
注|注|zhu4	zhu4	zhu	canonical
注意|注意|zhu4 yi4	zhu4yi4	zhuyi	canonical
泰|泰|tai4	tai4	tai	canonical
洞|洞|dong4	dong4	dong	canonical
活|活|huo2	huo2	huo	canonical
活動|活动|huo2 dong4	huo2dong4	huodong	canonical
派|派|pai4	pai4	pai	canonical
流|流|liu2	liu2	liu	canonical
流行|流行|liu2 xing2	liu2xing2	liuxing	canonical
海軍|海军|hai3 jun1	hai3jun1	haijun	canonical
消失|消失|xiao1 shi1	xiao1shi1	xiaoshi	canonical
消息|消息|xiao1 xi5	xiao1xi5	xiaoxi	canonical
深|深|shen1	shen1	shen	canonical
混|混|hun2	hun2	hun	canonical
混|混|hun2	hun4	hun	variant
混|混|hun4	hun4	hun	canonical
混亂|混乱|hun4 luan4	hun4luan4	hunluan	canonical
清|清|qing1	qing1	qing	canonical
清楚|清楚|qing1 chu5	qing1chu5	qingchu	canonical
減少|减少|jian3 shao3	jian3shao3	jianshao	canonical
測試|测试|ce4 shi4	ce4shi4	ceshi	canonical
港|港|gang3	gang3	gang	canonical
游|游|you2	you2	you	canonical
湖|湖|hu2	hu2	hu	canonical
湯|汤|shang1	shang1	shang	canonical
湯|汤|tang1	tang1	tang	canonical
準|准|zhun3	zhun3	zhun	canonical
準備|准备|zhun3 bei4	zhun3bei4	zhunbei	canonical
滅|灭|mie4	mie4	mie	canonical
滿|满|man3	man3	man	canonical
滿足|满足|man3 zu2	man3zu2	manzu	canonical
演|演|yan3	yan3	yan	canonical
演出|演出|yan3 chu1	yan3chu1	yanchu	canonical
演員|演员|yan3 yuan2	yan3yuan2	yanyuan	canonical
演唱|演唱|yan3 chang4	yan3chang4	yanchang	canonical
演唱會|演唱会|yan3 chang4 hui4	yan3chang4hui4	yanchanghui	canonical
演奏|演奏|yan3 zou4	yan3zou4	yanzou	canonical
漢|汉|han4	han4	han	canonical
漫畫|漫画|man4 hua4	man4hua4	manhua	canonical
灣|湾|wan1	wan1	wan	canonical
火|火|huo3	huo3	huo	canonical
炸彈|炸弹|zha4 dan4	zha4dan4	zhadan	canonical
為|为|wei2	wei2	wei	canonical
為|为|wei4	wei4	wei	canonical
為了|为了|wei4 le5	wei4le5	weile	canonical
為什麼|为什么|wei4 shen2 me5	wei4shen2me5	weishenme	canonical
為止|为止|wei2 zhi3	wei2zhi3	weizhi	canonical
無|无|wu2	wu2	wu	canonical
無法|无法|wu2 fa3	wu2fa3	wufa	canonical
無論|无论|wu2 lun4	wu2lun4	wulun	canonical
然|然|ran2	ran2	ran	canonical
然後|然后|ran2 hou4	ran2hou4	ranhou	canonical
然而|然而|ran2 er2	ran2er2	raner	canonical
照|照|zhao4	zhao4	zhao	canonical
照片|照片|zhao4 pian4	zhao4pian4	zhaopian	canonical
熊|熊|xiong2	xiong2	xiong	canonical
熱|热|re4	re4	re	canonical
燈|灯|deng1	deng1	deng	canonical
燒|烧|shao1	shao1	shao	canonical
營|营|ying2	ying2	ying	canonical
爆炸|爆炸|bao4 zha4	bao4zha4	baozha	canonical
爆發|爆发|bao4 fa1	bao4fa1	baofa	canonical
爭取|争取|zheng1 qu3	zheng1qu3	zhengqu	canonical
父|父|fu4	fu4	fu	canonical
父母|父母|fu4 mu3	fu4mu3	fumu	canonical
父親|父亲|fu4 qin1	fu4qin1	fuqin	canonical
父親|父亲|fu4 qin1	fu4qin5	fuqin	variant
牆|墙|qiang2	qiang2	qiang	canonical
片|片|pian1	pian1	pian	canonical
片|片|pian4	pian4	pian	canonical
版|版|ban3	ban3	ban	canonical
版本|版本|ban3 ben3	ban3ben3	banben	canonical
牌|牌|pai2	pai2	pai	canonical
牛|牛|niu2	niu2	niu	canonical
牠|它|ta1	ta1	ta	canonical
物|物|wu4	wu4	wu	canonical
物質|物质|wu4 zhi4	wu4zhi4	wuzhi	canonical
特|特|te4	te4	te	canonical
特別|特别|te4 bie2	te4bie2	tebie	canonical
特殊|特殊|te4 shu1	te4shu1	teshu	canonical
犯|犯|fan4	fan4	fan	canonical
犯罪|犯罪|fan4 zui4	fan4zui4	fanzui	canonical
狀|状|zhuang4	zhuang4	zhuang	canonical
狀態|状态|zhuang4 tai4	zhuang4tai4	zhuangtai	canonical
狀況|状况|zhuang4 kuang4	zhuang4kuang4	zhuangkuang	canonical
狗|狗|gou3	gou3	gou	canonical
狼|狼|lang2	lang2	lang	canonical
獎|奖|jiang3	jiang3	jiang	canonical
獨立|独立|du2 li4	du2li4	duli	canonical
獲|获|huo4	huo4	huo	canonical
獲得|获得|huo4 de2	huo4de2	huode	canonical
率|率|lu:4	lv4	lv	canonical
率|率|shuai4	shuai4	shuai	canonical
王|王|wang2	wang2	wang	canonical
王|王|wang4	wang4	wang	canonical
王國|王国|wang2 guo2	wang2guo2	wangguo	canonical
王子|王子|wang2 zi3	wang2zi3	wangzi	canonical
玩|玩|wan2	wan2	wan	canonical
玩|玩|wan2	wan4	wan	variant
玻璃|玻璃|bo1 li5	bo1li5	boli	canonical
班|班|ban1	ban1	ban	canonical
現|现|xian4	xian4	xian	canonical
現代|现代|xian4 dai4	xian4dai4	xiandai	canonical
現在|现在|xian4 zai4	xian4zai4	xianzai	canonical
現場|现场|xian4 chang3	xian4chang3	xianchang	canonical
現實|现实|xian4 shi2	xian4shi2	xianshi	canonical
現象|现象|xian4 xiang4	xian4xiang4	xianxiang	canonical
球|球|qiu2	qiu2	qiu	canonical
球隊|球队|qiu2 dui4	qiu2dui4	qiudui	canonical
理|理|li3	li3	li	canonical
理由|理由|li3 you2	li3you2	liyou	canonical
理解|理解|li3 jie3	li3jie3	lijie	canonical
理論|理论|li3 lun4	li3lun4	lilun	canonical
瑞|瑞|rui4	rui4	rui	canonical
環|环|huan2	huan2	huan	canonical
環境|环境|huan2 jing4	huan2jing4	huanjing	canonical
瓦|瓦|wa3	wa3	wa	canonical
甚至|甚至|shen4 zhi4	shen4zhi4	shenzhi	canonical
生命|生命|sheng1 ming4	sheng1ming4	shengming	canonical
生活|生活|sheng1 huo2	sheng1huo2	shenghuo	canonical
生物|生物|sheng1 wu4	sheng1wu4	shengwu	canonical
生產|生产|sheng1 chan3	sheng1chan3	shengchan	canonical
產品|产品|chan3 pin3	chan3pin3	chanpin	canonical
產生|产生|chan3 sheng1	chan3sheng1	chansheng	canonical
用|用|yong4	yong4	yong	canonical
用來|用来|yong4 lai2	yong4lai2	yonglai	canonical
用於|用于|yong4 yu2	yong4yu2	yongyu	canonical
田|田|tian2	tian2	tian	canonical
由|由|you2	you2	you	canonical
由於|由于|you2 yu2	you2yu2	youyu	canonical
甲|甲|jia3	jia3	jia	canonical
申請|申请|shen1 qing3	shen1qing3	shenqing	canonical
男|男|nan2	nan2	nan	canonical
男人|男人|nan2 ren2	nan2ren2	nanren	canonical
男子|男子|nan2 zi3	nan2zi3	nanzi	canonical
男性|男性|nan2 xing4	nan2xing4	nanxing	canonical
界|界|jie4	jie4	jie	canonical
留|留|liu2	liu2	liu	canonical
留下|留下|liu2 xia4	liu2xia4	liuxia	canonical
畢業|毕业|bi4 ye4	bi4ye4	biye	canonical
畫|画|hua4	hua4	hua	canonical
異|异|yi4	yi4	yi	canonical
當|当|dang1	dang1	dang	canonical
當|当|dang4	dang4	dang	canonical
當中|当中|dang1 zhong1	dang1zhong1	dangzhong	canonical
當地|当地|dang1 di4	dang1di4	dangdi	canonical
當時|当时|dang1 shi2	dang1shi2	dangshi	canonical
當時|当时|dang4 shi2	dang4shi2	dangshi	canonical
當然|当然|dang1 ran2	dang1ran2	dangran	canonical
疾病|疾病|ji2 bing4	ji2bing4	jibing	canonical
病|病|bing4	bing4	bing	canonical
症狀|症状|zheng4 zhuang4	zheng4zhuang4	zhengzhuang	canonical
登|登|deng1	deng1	deng	canonical
發|发|fa1	fa1	fa	canonical
發出|发出|fa1 chu1	fa1chu1	fachu	canonical
發動|发动|fa1 dong4	fa1dong4	fadong	canonical
發射|发射|fa1 she4	fa1she4	fashe	canonical
發布|发布|fa1 bu4	fa1bu4	fabu	canonical
發揮|发挥|fa1 hui1	fa1hui1	fahui	canonical
發明|发明|fa1 ming2	fa1ming2	faming	canonical
發現|发现|fa1 xian4	fa1xian4	faxian	canonical
發生|发生|fa1 sheng1	fa1sheng1	fasheng	canonical
發表|发表|fa1 biao3	fa1biao3	fabiao	canonical
白色|白色|bai2 se4	bai2se4	baise	canonical
百|百|bai3	bai3	bai	canonical
百萬|百万|bai3 wan4	bai3wan4	baiwan	canonical
的|的|de5	de5	de	canonical
的|的|de5	di4	di	variant
的|的|di1	di1	di	canonical
的|的|di2	di2	di	canonical
的|的|di4	di4	di	canonical
的確|的确|di2 que4	di2que4	dique	canonical
的話|的话|de5 hua4	de5hua4	dehua	canonical
皆|皆|jie1	jie1	jie	canonical
皇后|皇后|huang2 hou4	huang2hou4	huanghou	canonical
皮|皮|pi2	pi2	pi	canonical
盃|杯|bei1	bei1	bei	canonical
監獄|监狱|jian1 yu4	jian1yu4	jianyu	canonical
盤|盘|pan2	pan2	pan	canonical
目前|目前|mu4 qian2	mu4qian2	muqian	canonical
目標|目标|mu4 biao1	mu4biao1	mubiao	canonical
目的|目的|mu4 di4	mu4di4	mudi	canonical
直|直|zhi2	zhi2	zhi	canonical
直到|直到|zhi2 dao4	zhi2dao4	zhidao	canonical
直接|直接|zhi2 jie1	zhi2jie1	zhijie	canonical
相|相|xiang1	xiang1	xiang	canonical
相|相|xiang4	xiang4	xiang	canonical
相互|相互|xiang1 hu4	xiang1hu4	xianghu	canonical
相似|相似|xiang1 si4	xiang1si4	xiangsi	canonical
相信|相信|xiang1 xin4	xiang1xin4	xiangxin	canonical
相同|相同|xiang1 tong2	xiang1tong2	xiangtong	canonical
相當|相当|xiang1 dang1	xiang1dang1	xiangdang	canonical
相關|相关|xiang1 guan1	xiang1guan1	xiangguan	canonical
省|省|sheng3	sheng3	sheng	canonical
省|省|xing3	xing3	xing	canonical
看|看|kan1	kan1	kan	canonical
看|看|kan4	kan4	kan	canonical
看到|看到|kan4 dao4	kan4dao4	kandao	canonical
看法|看法|kan4 fa3	kan4fa3	kanfa	canonical
看見|看见|kan4 jian4	kan4jian4	kanjian	canonical
真|真|zhen1	zhen1	zhen	canonical
真實|真实|zhen1 shi2	zhen1shi2	zhenshi	canonical
真正|真正|zhen1 zheng4	zhen1zheng4	zhenzheng	canonical
真的|真的|zhen1 de5	zhen1de5	zhende	canonical
眼|眼|yan3	yan3	yan	canonical
眼睛|眼睛|yan3 jing5	yan3jing5	yanjing	canonical
瞭解|了解|liao3 jie3	liao3jie3	liaojie	canonical
知|知|zhi1	zhi1	zhi	canonical
知識|知识|zhi1 shi5	zhi1shi5	zhishi	canonical
知道|知道|zhi1 dao4	zhi1dao4	zhidao	canonical
知道|知道|zhi1 dao4	zhi1dao5	zhidao	variant
短|短|duan3	duan3	duan	canonical
石|石|dan4	dan4	dan	canonical
石|石|shi2	shi2	shi	canonical
石油|石油|shi2 you2	shi2you2	shiyou	canonical
研究|研究|yan2 jiu1	yan2jiu1	yanjiu	canonical
破|破|po4	po4	po	canonical
破壞|破坏|po4 huai4	po4huai4	pohuai	canonical
確保|确保|que4 bao3	que4bao3	quebao	canonical
確定|确定|que4 ding4	que4ding4	queding	canonical
確實|确实|que4 shi2	que4shi2	queshi	canonical
確認|确认|que4 ren4	que4ren4	queren	canonical
碼|码|ma3	ma3	ma	canonical
社|社|she4	she4	she	canonical
社區|社区|she4 qu1	she4qu1	shequ	canonical
社會|社会|she4 hui4	she4hui4	shehui	canonical
神|神|shen2	shen2	shen	canonical
票|票|piao4	piao4	piao	canonical
禁止|禁止|jin4 zhi3	jin4zhi3	jinzhi	canonical
福|福|fu2	fu2	fu	canonical
禮|礼|li3	li3	li	canonical
离|离|chi1	chi1	chi	canonical
秀|秀|xiu4	xiu4	xiu	canonical
私人|私人|si1 ren2	si1ren2	siren	canonical
科|科|ke1	ke1	ke	canonical
科學|科学|ke1 xue2	ke1xue2	kexue	canonical
科學家|科学家|ke1 xue2 jia1	ke1xue2jia1	kexuejia	canonical
科技|科技|ke1 ji4	ke1ji4	keji	canonical
秒|秒|miao3	miao3	miao	canonical
秘密|秘密|mi4 mi4	mi4mi4	mimi	canonical
移|移|yi2	yi2	yi	canonical
移動|移动|yi2 dong4	yi2dong4	yidong	canonical
移民|移民|yi2 min2	yi2min2	yimin	canonical
程序|程序|cheng2 xu4	cheng2xu4	chengxu	canonical
程度|程度|cheng2 du4	cheng2du4	chengdu	canonical
稍|稍|shao1	shao1	shao	canonical
種|种|zhong3	zhong3	zhong	canonical
種|种|zhong4	zhong4	zhong	canonical
稱|称|chen4	chen4	chen	canonical
稱|称|chen4	cheng4	cheng	variant
稱|称|cheng1	cheng1	cheng	canonical
稱呼|称呼|cheng1 hu5	cheng1hu5	chenghu	canonical
稱為|称为|cheng1 wei2	cheng1wei2	chengwei	canonical
穀|谷|gu3	gu3	gu	canonical
積極|积极|ji1 ji2	ji1ji2	jiji	canonical
穩定|稳定|wen3 ding4	wen3ding4	wending	canonical
空|空|kong1	kong1	kong	canonical
空|空|kong4	kong4	kong	canonical
空氣|空气|kong1 qi4	kong1qi4	kongqi	canonical
空間|空间|kong1 jian1	kong1jian1	kongjian	canonical
穿|穿|chuan1	chuan1	chuan	canonical
突然|突然|tu1 ran2	tu1ran2	turan	canonical
立|立|li4	li4	li	canonical
立即|立即|li4 ji2	li4ji2	liji	canonical
站|站|zhan4	zhan4	zhan	canonical
章|章|zhang1	zhang1	zhang	canonical
端|端|duan1	duan1	duan	canonical
競爭|竞争|jing4 zheng1	jing4zheng1	jingzheng	canonical
笑|笑|xiao4	xiao4	xiao	canonical
符合|符合|fu2 he2	fu2he2	fuhe	canonical
第|第|di4	di4	di	canonical
第一|第一|di4 yi1	di4yi1	diyi	canonical
第二|第二|di4 er4	di4er4	dier	canonical
第五|第五|di4 wu3	di4wu3	diwu	canonical
筆|笔|bi3	bi3	bi	canonical
等|等|deng3	deng3	deng	canonical
等等|等等|deng3 deng3	deng3deng3	dengdeng	canonical
算|算|suan4	suan4	suan	canonical
管|管|guan3	guan3	guan	canonical
管理|管理|guan3 li3	guan3li3	guanli	canonical
節|节|jie2	jie2	jie	canonical
節目|节目|jie2 mu4	jie2mu4	jiemu	canonical
範圍|范围|fan4 wei2	fan4wei2	fanwei	canonical
篇|篇|pian1	pian1	pian	canonical
簡單|简单|jian3 dan1	jian3dan1	jiandan	canonical
簽署|签署|qian1 shu3	qian1shu3	qianshu	canonical
米|米|mi3	mi3	mi	canonical
糖|糖|tang2	tang2	tang	canonical
系|系|xi4	xi4	xi	canonical
系列|系列|xi4 lie4	xi4lie4	xilie	canonical
紀念|纪念|ji4 nian4	ji4nian4	jinian	canonical
約|约|yao1	yao1	yao	canonical
約|约|yue1	yue1	yue	canonical
紅|红|hong2	hong2	hong	canonical
紅色|红色|hong2 se4	hong2se4	hongse	canonical
納|纳|na4	na4	na	canonical
紙|纸|zhi3	zhi3	zhi	canonical
級|级|ji2	ji2	ji	canonical
素|素|su4	su4	su	canonical
索|索|suo3	suo3	suo	canonical
終於|终于|zhong1 yu2	zhong1yu2	zhongyu	canonical
組|组|zu3	zu3	zu	canonical
組合|组合|zu3 he2	zu3he2	zuhe	canonical
組成|组成|zu3 cheng2	zu3cheng2	zucheng	canonical
結|结|jie1	jie1	jie	canonical
結|结|jie1	jie2	jie	variant
結|结|jie2	jie2	jie	canonical
結合|结合|jie2 he2	jie2he2	jiehe	canonical
結婚|结婚|jie2 hun1	jie2hun1	jiehun	canonical
結束|结束|jie2 shu4	jie2shu4	jieshu	canonical
結果|结果|jie1 guo3	jie1guo3	jieguo	canonical
結果|结果|jie2 guo3	jie2guo3	jieguo	canonical
結構|结构|jie2 gou4	jie2gou4	jiegou	canonical
絕|绝|jue2	jue2	jue	canonical
絕對|绝对|jue2 dui4	jue2dui4	juedui	canonical
給|给|gei3	gei3	gei	canonical
給|给|ji3	ji3	ji	canonical
統治|统治|tong3 zhi4	tong3zhi4	tongzhi	canonical
絲|丝|si1	si1	si	canonical
經|经|jing1	jing1	jing	canonical
經典|经典|jing1 dian3	jing1dian3	jingdian	canonical
經常|经常|jing1 chang2	jing1chang2	jingchang	canonical
經歷|经历|jing1 li4	jing1li4	jingli	canonical
經營|经营|jing1 ying2	jing1ying2	jingying	canonical
經過|经过|jing1 guo4	jing1guo4	jingguo	canonical
經驗|经验|jing1 yan4	jing1yan4	jingyan	canonical
綠|绿|lu:4	lv4	lv	canonical
綠色|绿色|lu:4 se4	lv4se4	lvse	canonical
維|维|wei2	wei2	wei	canonical
維持|维持|wei2 chi2	wei2chi2	weichi	canonical
網|网|wang3	wang3	wang	canonical
網站|网站|wang3 zhan4	wang3zhan4	wangzhan	canonical
緊張|紧张|jin3 zhang1	jin3zhang1	jinzhang	canonical
緊急|紧急|jin3 ji2	jin3ji2	jinji	canonical
線|线|xian4	xian4	xian	canonical
編|编|bian1	bian1	bian	canonical
編輯|编辑|bian1 ji2	bian1ji2	bianji	canonical
總|总|zong3	zong3	zong	canonical
總是|总是|zong3 shi4	zong3shi4	zongshi	canonical
總統|总统|zong3 tong3	zong3tong3	zongtong	canonical
總部|总部|zong3 bu4	zong3bu4	zongbu	canonical
繫|系|ji4	ji4	ji	canonical
繫|系|xi4	xi4	xi	canonical
繼承|继承|ji4 cheng2	ji4cheng2	jicheng	canonical
繼續|继续|ji4 xu4	ji4xu4	jixu	canonical
缺乏|缺乏|que1 fa2	que1fa2	quefa	canonical
罪|罪|zui4	zui4	zui	canonical
置|置|zhi4	zhi4	zhi	canonical
羅|罗|luo2	luo2	luo	canonical
美|美|mei3	mei3	mei	canonical
美元|美元|mei3 yuan2	mei3yuan2	meiyuan	canonical
美麗|美丽|mei3 li4	mei3li4	meili	canonical
群|群|qun2	qun2	qun	canonical
習慣|习惯|xi2 guan4	xi2guan4	xiguan	canonical
老|老|lao3	lao3	lao	canonical
老師|老师|lao3 shi1	lao3shi1	laoshi	canonical
考|考|kao3	kao3	kao	canonical
考慮|考虑|kao3 lu:4	kao3lv4	kaolv	canonical
考試|考试|kao3 shi4	kao3shi4	kaoshi	canonical
者|者|zhe3	zhe3	zhe	canonical
而|而|er2	er2	er	canonical
而且|而且|er2 qie3	er2qie3	erqie	canonical
而已|而已|er2 yi3	er2yi3	eryi	canonical
而是|而是|er2 shi4	er2shi4	ershi	canonical
而言|而言|er2 yan2	er2yan2	eryan	canonical
耳|耳|er3	er3	er	canonical
耶|耶|ye1	ye1	ye	canonical
耶|耶|ye2	ye2	ye	canonical
耶|耶|ye5	ye5	ye	canonical
聖|圣|sheng4	sheng4	sheng	canonical
聞|闻|wen2	wen2	wen	canonical
聯合|联合|lian2 he2	lian2he2	lianhe	canonical
聯盟|联盟|lian2 meng2	lian2meng2	lianmeng	canonical
聯繫|联系|lian2 xi4	lian2xi4	lianxi	canonical
聯邦|联邦|lian2 bang1	lian2bang1	lianbang	canonical
聲|声|sheng1	sheng1	sheng	canonical
聲明|声明|sheng1 ming2	sheng1ming2	shengming	canonical
聲稱|声称|sheng1 cheng1	sheng1cheng1	shengcheng	canonical
聲音|声音|sheng1 yin1	sheng1yin1	shengyin	canonical
職|职|zhi2	zhi2	zhi	canonical
職業|职业|zhi2 ye4	zhi2ye4	zhiye	canonical
聽|听|ting1	ting1	ting	canonical
聽|听|ting1	ting4	ting	variant
聽到|听到|ting1 dao4	ting1dao4	tingdao	canonical
肉|肉|rou4	rou4	rou	canonical
股|股|gu3	gu3	gu	canonical
肯|肯|ken3	ken3	ken	canonical
肯定|肯定|ken3 ding4	ken3ding4	kending	canonical
背|背|bei1	bei1	bei	canonical
背|背|bei4	bei4	bei	canonical
背景|背景|bei4 jing3	bei4jing3	beijing	canonical
胡|胡|hu2	hu2	hu	canonical
能|能|neng2	neng2	neng	canonical
能力|能力|neng2 li4	neng2li4	nengli	canonical
能夠|能够|neng2 gou4	neng2gou4	nenggou	canonical
能量|能量|neng2 liang4	neng2liang4	nengliang	canonical
脫|脱|tuo1	tuo1	tuo	canonical
腦|脑|nao3	nao3	nao	canonical
腳|脚|jiao3	jiao3	jiao	canonical
臨時|临时|lin2 shi2	lin2shi2	linshi	canonical
自動|自动|zi4 dong4	zi4dong4	zidong	canonical
自己|自己|zi4 ji3	zi4ji3	ziji	canonical
自從|自从|zi4 cong2	zi4cong2	zicong	canonical
自我|自我|zi4 wo3	zi4wo3	ziwo	canonical
自殺|自杀|zi4 sha1	zi4sha1	zisha	canonical
