entry_id	toned	plain	kind
執行|执行|zhi2 xing2	zhi2xing2	zhixing	canonical
基|基|ji1	ji1	ji	canonical
基因|基因|ji1 yin1	ji1yin1	jiyin	canonical
基地|基地|ji1 di4	ji1di4	jidi	canonical
基於|基于|ji1 yu2	ji1yu2	jiyu	canonical
基本|基本|ji1 ben3	ji1ben3	jiben	canonical
基礎|基础|ji1 chu3	ji1chu3	jichu	canonical
堂|堂|tang2	tang2	tang	canonical
堅持|坚持|jian1 chi2	jian1chi2	jianchi	canonical
堆|堆|dui1	dui1	dui	canonical
報|报|bao4	bao4	bao	canonical
報告|报告|bao4 gao4	bao4gao4	baogao	canonical
報紙|报纸|bao4 zhi3	bao4zhi3	baozhi	canonical
報道|报道|bao4 dao4	bao4dao4	baodao	canonical
場|场|chang2	chang2	chang	canonical
場|场|chang3	chang3	chang	canonical
塊|块|kuai4	kuai4	kuai	canonical
塔|塔|ta3	ta3	ta	canonical
塞|塞|sai1	sai1	sai	canonical
塞|塞|sai4	sai4	sai	canonical
塞|塞|se4	se4	se	canonical
增加|增加|zeng1 jia1	zeng1jia1	zengjia	canonical
壓|压|ya1	ya1	ya	canonical
壓力|压力|ya1 li4	ya1li4	yali	canonical
士|士|shi4	shi4	shi	canonical
士兵|士兵|shi4 bing1	shi4bing1	shibing	canonical
夏|夏|xia4	xia4	xia	canonical
外|外|wai4	wai4	wai	canonical
多|多|duo1	duo1	duo	canonical
多|多|duo1	duo2	duo	variant
多少|多少|duo1 shao3	duo1shao3	duoshao	canonical
多少|多少|duo1 shao5	duo1shao5	duoshao	canonical
夜|夜|ye4	ye4	ye	canonical
夢|梦|meng4	meng4	meng	canonical
大事|大事|da4 shi4	da4shi4	dashi	canonical
大型|大型|da4 xing2	da4xing2	daxing	canonical
大多數|大多数|da4 duo1 shu4	da4duo1shu4	daduoshu	canonical
大學|大学|da4 xue2	da4xue2	daxue	canonical
大家|大家|da4 jia1	da4jia1	dajia	canonical
大會|大会|da4 hui4	da4hui4	dahui	canonical
大樓|大楼|da4 lou2	da4lou2	dalou	canonical
大約|大约|da4 yue1	da4yue1	dayue	canonical
大道|大道|da4 dao4	da4dao4	dadao	canonical
大部分|大部分|da4 bu4 fen5	da4bu4fen4	dabufen	variant
大部分|大部分|da4 bu4 fen5	da4bu4fen5	dabufen	canonical
大量|大量|da4 liang4	da4liang4	daliang	canonical
天|天|tian1	tian1	tian	canonical
天氣|天气|tian1 qi4	tian1qi4	tianqi	canonical
太|太|tai4	tai4	tai	canonical
太空|太空|tai4 kong1	tai4kong1	taikong	canonical
太陽|太阳|tai4 yang5	tai4yang5	taiyang	canonical
夫|夫|fu1	fu1	fu	canonical
夫|夫|fu2	fu2	fu	canonical
夫人|夫人|fu1 ren5	fu1ren5	furen	canonical
失去|失去|shi1 qu4	shi1qu4	shiqu	canonical
失敗|失败|shi1 bai4	shi1bai4	shibai	canonical
奇|奇|ji1	ji1	ji	canonical
奇|奇|qi2	qi2	qi	canonical
套|套|tao4	tao4	tao	canonical
奧|奥|ao4	ao4	ao	canonical
奪|夺|duo2	duo2	duo	canonical
女|女|nu:3	nv3	nv	canonical
女人|女人|nu:3 ren2	nv3ren2	nvren	canonical
女人|女人|nu:3 ren5	nv3ren5	nvren	canonical
女兒|女儿|nu:3 er2	nv3er2	nver	canonical
女子|女子|nu:3 zi3	nv3zi3	nvzi	canonical
女孩|女孩|nu:3 hai2	nv3hai2	nvhai	canonical
女性|女性|nu:3 xing4	nv3xing4	nvxing	canonical
女王|女王|nu:3 wang2	nv3wang2	nvwang	canonical
她|她|ta1	ta1	ta	canonical
她們|她们|ta1 men5	ta1men5	tamen	canonical
好|好|hao3	hao3	hao	canonical
好|好|hao4	hao4	hao	canonical
如|如|ru2	ru2	ru	canonical
如何|如何|ru2 he2	ru2he2	ruhe	canonical
如果|如果|ru2 guo3	ru2guo3	ruguo	canonical
如此|如此|ru2 ci3	ru2ci3	ruci	canonical
妮|妮|ni1	ni1	ni	canonical
妮|妮|ni1	ni2	ni	variant
妳|你|ni3	ni3	ni	canonical
妹妹|妹妹|mei4 mei5	mei4mei5	meimei	canonical
妻子|妻子|qi1 zi3	qi1zi3	qizi	canonical
妻子|妻子|qi1 zi5	qi1zi5	qizi	canonical
姓|姓|xing4	xing4	xing	canonical
委員會|委员会|wei3 yuan2 hui4	wei3yuan2hui4	weiyuanhui	canonical
威|威|wei1	wei1	wei	canonical
威脅|威胁|wei1 xie2	wei1xie2	weixie	canonical
娛樂|娱乐|yu2 le4	yu2le4	yule	canonical
婚姻|婚姻|hun1 yin1	hun1yin1	hunyin	canonical
婦女|妇女|fu4 nu:3	fu4nv3	funv	canonical
媒體|媒体|mei2 ti3	mei2ti3	meiti	canonical
嫁|嫁|jia4	jia4	jia	canonical
子|子|zi5	zi5	zi	canonical
字|字|zi4	zi4	zi	canonical
字母|字母|zi4 mu3	zi4mu3	zimu	canonical
存|存|cun2	cun2	cun	canonical
存在|存在|cun2 zai4	cun2zai4	cunzai	canonical
季|季|ji4	ji4	ji	canonical
孩子|孩子|hai2 zi5	hai2zi5	haizi	canonical
學會|学会|xue2 hui4	xue2hui4	xuehui	canonical
學校|学校|xue2 xiao4	xue2xiao4	xuexiao	canonical
學生|学生|xue2 sheng5	xue2sheng5	xuesheng	canonical
學習|学习|xue2 xi2	xue2xi2	xuexi	canonical
學院|学院|xue2 yuan4	xue2yuan4	xueyuan	canonical
它|它|ta1	ta1	ta	canonical
它們|它们|ta1 men5	ta1men5	tamen	canonical
宇宙|宇宙|yu3 zhou4	yu3zhou4	yuzhou	canonical
守|守|shou3	shou3	shou	canonical
安|安|an1	an1	an	canonical
安排|安排|an1 pai2	an1pai2	anpai	canonical
完|完|wan2	wan2	wan	canonical
完全|完全|wan2 quan2	wan2quan2	wanquan	canonical
完成|完成|wan2 cheng2	wan2cheng2	wancheng	canonical
完整|完整|wan2 zheng3	wan2zheng3	wanzheng	canonical
完美|完美|wan2 mei3	wan2mei3	wanmei	canonical
宗|宗|zong1	zong1	zong	canonical
宗教|宗教|zong1 jiao4	zong1jiao4	zongjiao	canonical
官|官|guan1	guan1	guan	canonical
官員|官员|guan1 yuan2	guan1yuan2	guanyuan	canonical
官方|官方|guan1 fang1	guan1fang1	guanfang	canonical
定|定|ding4	ding4	ding	canonical
定義|定义|ding4 yi4	ding4yi4	dingyi	canonical
客|客|ke4	ke4	ke	canonical
宣傳|宣传|xuan1 chuan2	xuan1chuan2	xuanchuan	canonical
宣布|宣布|xuan1 bu4	xuan1bu4	xuanbu	canonical
室|室|shi4	shi4	shi	canonical
宮|宫|gong1	gong1	gong	canonical
家人|家人|jia1 ren2	jia1ren2	jiaren	canonical
家庭|家庭|jia1 ting2	jia1ting2	jiating	canonical
家族|家族|jia1 zu2	jia1zu2	jiazu	canonical
容易|容易|rong2 yi4	rong2yi4	rongyi	canonical
密|密|mi4	mi4	mi	canonical
富|富|fu4	fu4	fu	canonical
實施|实施|shi2 shi1	shi2shi1	shishi	canonical
實現|实现|shi2 xian4	shi2xian4	shixian	canonical
實際|实际|shi2 ji4	shi2ji4	shiji	canonical
實際上|实际上|shi2 ji4 shang4	shi2ji4shang4	shijishang	canonical
實驗|实验|shi2 yan4	shi2yan4	shiyan	canonical
實驗室|实验室|shi2 yan4 shi4	shi2yan4shi4	shiyanshi	canonical
審判|审判|shen3 pan4	shen3pan4	shenpan	canonical
寫|写|xie3	xie3	xie	canonical
寶|宝|bao3	bao3	bao	canonical
封|封|feng1	feng1	feng	canonical
射|射|she4	she4	she	canonical
將|将|jiang1	jiang1	jiang	canonical
將|将|jiang4	jiang4	jiang	canonical
將|将|qiang1	qiang1	qiang	canonical
將軍|将军|jiang1 jun1	jiang1jun1	jiangjun	canonical
專家|专家|zhuan1 jia1	zhuan1jia1	zhuanjia	canonical
專業|专业|zhuan1 ye4	zhuan1ye4	zhuanye	canonical
專輯|专辑|zhuan1 ji2	zhuan1ji2	zhuanji	canonical
專門|专门|zhuan1 men2	zhuan1men2	zhuanmen	canonical
尊重|尊重|zun1 zhong4	zun1zhong4	zunzhong	canonical
尋找|寻找|xun2 zhao3	xun2zhao3	xunzhao	canonical
對|对|dui4	dui4	dui	canonical
對手|对手|dui4 shou3	dui4shou3	duishou	canonical
對抗|对抗|dui4 kang4	dui4kang4	duikang	canonical
對方|对方|dui4 fang1	dui4fang1	duifang	canonical
對於|对于|dui4 yu2	dui4yu2	duiyu	canonical
對象|对象|dui4 xiang4	dui4xiang4	duixiang	canonical
導致|导致|dao3 zhi4	dao3zhi4	daozhi	canonical
小時|小时|xiao3 shi2	xiao3shi2	xiaoshi	canonical
小組|小组|xiao3 zu3	xiao3zu3	xiaozu	canonical
小說|小说|xiao3 shuo1	xiao3shuo1	xiaoshuo	canonical
少|少|shao3	shao3	shao	canonical
少|少|shao4	shao4	shao	canonical
尤其|尤其|you2 qi2	you2qi2	youqi	canonical
就是|就是|jiu4 shi4	jiu4shi4	jiushi	canonical
尼|尼|ni2	ni2	ni	canonical
尾|尾|wei3	wei3	wei	canonical
尾|尾|yi3	yi3	yi	canonical
局|局|ju2	ju2	ju	canonical
居民|居民|ju1 min2	ju1min2	jumin	canonical
屆|届|jie4	jie4	jie	canonical
屋|屋|wu1	wu1	wu	canonical
屍體|尸体|shi1 ti3	shi1ti3	shiti	canonical
展示|展示|zhan3 shi4	zhan3shi4	zhanshi	canonical
展開|展开|zhan3 kai1	zhan3kai1	zhankai	canonical
層|层|ceng2	ceng2	ceng	canonical
屬|属|shu3	shu3	shu	canonical
屬|属|zhu3	zhu3	zhu	canonical
屬於|属于|shu3 yu2	shu3yu2	shuyu	canonical
山|山|shan1	shan1	shan	canonical
島|岛|dao3	dao3	dao	canonical
嵗|岁|sui4	sui4	sui	canonical
州|州|zhou1	zhou1	zhou	canonical
工|工|gong1	gong1	gong	canonical
工人|工人|gong1 ren2	gong1ren2	gongren	canonical
工作|工作|gong1 zuo4	gong1zuo4	gongzuo	canonical
工具|工具|gong1 ju4	gong1ju4	gongju	canonical
工廠|工厂|gong1 chang3	gong1chang3	gongchang	canonical
工程|工程|gong1 cheng2	gong1cheng2	gongcheng	canonical
左|左|zuo3	zuo3	zuo	canonical
左右|左右|zuo3 you4	zuo3you4	zuoyou	canonical
巨大|巨大|ju4 da4	ju4da4	juda	canonical
差|差|cha1	cha1	cha	canonical
差|差|cha4	cha1	cha	variant
差|差|cha4	cha4	cha	canonical
差|差|chai1	chai1	chai	canonical
已|已|yi3	yi3	yi	canonical
已經|已经|yi3 jing1	yi3jing1	yijing	canonical
巴士|巴士|ba1 shi4	ba1shi4	bashi	canonical
市場|市场|shi4 chang3	shi4chang3	shichang	canonical
市長|市长|shi4 zhang3	shi4zhang3	shizhang	canonical
布|布|bu4	bu4	bu	canonical
希|希|xi1	xi1	xi	canonical
希望|希望|xi1 wang4	xi1wang4	xiwang	canonical
帕|帕|pa4	pa4	pa	canonical
帝國|帝国|di4 guo2	di4guo2	diguo	canonical
師|师|shi1	shi1	shi	canonical
帶|带|dai4	dai4	dai	canonical
帶來|带来|dai4 lai2	dai4lai2	dailai	canonical
常|常|chang2	chang2	chang	canonical
常常|常常|chang2 chang2	chang2chang2	changchang	canonical
幅|幅|fu2	fu2	fu	canonical
幫|帮|bang1	bang1	bang	canonical
幫助|帮助|bang1 zhu4	bang1zhu4	bangzhu	canonical
干|干|gan1	gan1	gan	canonical
年|年|nian2	nian2	nian	canonical
年代|年代|nian2 dai4	nian2dai4	niandai	canonical
年輕|年轻|nian2 qing1	nian2qing1	nianqing	canonical
年齡|年龄|nian2 ling2	nian2ling2	nianling	canonical
幹|干|gan4	gan4	gan	canonical
幾|几|ji1	ji1	ji	canonical
幾|几|ji3	ji3	ji	canonical
幾乎|几乎|ji1 hu1	ji1hu1	jihu	canonical
底|底|de5	de5	de	canonical
底|底|di3	di3	di	canonical
店|店|dian4	dian4	dian	canonical
度|度|du4	du4	du	canonical
度|度|duo2	duo2	duo	canonical
度|度|duo2	duo4	duo	variant
座|座|zuo4	zuo4	zuo	canonical
庫|库|ku4	ku4	ku	canonical
庭|庭|ting2	ting2	ting	canonical
康|康|kang1	kang1	kang	canonical
廣告|广告|guang3 gao4	guang3gao4	guanggao	canonical
廣場|广场|guang3 chang3	guang3chang3	guangchang	canonical
廣播|广播|guang3 bo1	guang3bo1	guangbo	canonical
廳|厅|ting1	ting1	ting	canonical
建|建|jian4	jian4	jian	canonical
建立|建立|jian4 li4	jian4li4	jianli	canonical
建築|建筑|jian4 zhu4	jian4zhu4	jianzhu	canonical
建議|建议|jian4 yi4	jian4yi4	jianyi	canonical
建造|建造|jian4 zao4	jian4zao4	jianzao	canonical
式|式|shi4	shi4	shi	canonical
引|引|yin3	yin3	yin	canonical
引擎|引擎|yin3 qing2	yin3qing2	yinqing	canonical
引發|引发|yin3 fa1	yin3fa1	yinfa	canonical
引起|引起|yin3 qi3	yin3qi3	yinqi	canonical
弗|弗|fu2	fu2	fu	canonical
弟弟|弟弟|di4 di5	di4di5	didi	canonical
張|张|zhang1	zhang1	zhang	canonical
強|强|jiang4	jiang4	jiang	canonical
強|强|qiang2	qiang2	qiang	canonical
強|强|qiang3	qiang3	qiang	canonical
強大|强大|qiang2 da4	qiang2da4	qiangda	canonical
強烈|强烈|qiang2 lie4	qiang2lie4	qianglie	canonical
彈|弹|dan4	dan4	dan	canonical
彈|弹|tan2	tan2	tan	canonical
形|形|xing2	xing2	xing	canonical
形式|形式|xing2 shi4	xing2shi4	xingshi	canonical
形成|形成|xing2 cheng2	xing2cheng2	xingcheng	canonical
形象|形象|xing2 xiang4	xing2xiang4	xingxiang	canonical
影|影|ying3	ying3	ying	canonical
影響|影响|ying3 xiang3	ying3xiang3	yingxiang	canonical
彼此|彼此|bi3 ci3	bi3ci3	bici	canonical
往|往|wang3	wang3	wang	canonical
待|待|dai1	dai1	dai	canonical
待|待|dai4	dai4	dai	canonical
很|很|hen3	hen3	hen	canonical
律師|律师|lu:4 shi1	lv4shi1	lvshi	canonical
後|后|hou4	hou4	hou	canonical
後來|后来|hou4 lai2	hou4lai2	houlai	canonical
得|得|de2	de2	de	canonical
得|得|dei3	dei3	dei	canonical
得到|得到|de2 dao4	de2dao4	dedao	canonical
得知|得知|de2 zhi1	de2zhi1	dezhi	canonical
從未|从未|cong2 wei4	cong2wei4	congwei	canonical
徹底|彻底|che4 di3	che4di3	chedi	canonical
心理|心理|xin1 li3	xin1li3	xinli	canonical
必|必|bi4	bi4	bi	canonical
必要|必要|bi4 yao4	bi4yao4	biyao	canonical
必須|必须|bi4 xu1	bi4xu1	bixu	canonical
快|快|kuai4	kuai4	kuai	canonical
快速|快速|kuai4 su4	kuai4su4	kuaisu	canonical
念|念|nian4	nian4	nian	canonical
思|思|si1	si1	si	canonical
思想|思想|si1 xiang3	si1xiang3	sixiang	canonical
急|急|ji2	ji2	ji	canonical
怪|怪|guai4	guai4	guai	canonical
恐怖|恐怖|kong3 bu4	kong3bu4	kongbu	canonical
恢復|恢复|hui1 fu4	hui1fu4	huifu	canonical
恩|恩|en1	en1	en	canonical
情報|情报|qing2 bao4	qing2bao4	qingbao	canonical
情況|情况|qing2 kuang4	qing2kuang4	qingkuang	canonical
情緒|情绪|qing2 xu4	qing2xu4	qingxu	canonical
想|想|xiang3	xiang3	xiang	canonical
想法|想法|xiang3 fa3	xiang3fa3	xiangfa	canonical
意味著|意味着|yi4 wei4 zhe5	yi4wei4zhe5	yiweizhe	canonical
意外|意外|yi4 wai4	yi4wai4	yiwai	canonical
意思|意思|yi4 si5	yi4si5	yisi	canonical
意義|意义|yi4 yi4	yi4yi4	yiyi	canonical
意見|意见|yi4 jian4	yi4jian4	yijian	canonical
意識|意识|yi4 shi2	yi4shi2	yishi	canonical
愛|爱|ai4	ai4	ai	canonical
愛情|爱情|ai4 qing2	ai4qing2	aiqing	canonical
感|感|gan3	gan3	gan	canonical
感到|感到|gan3 dao4	gan3dao4	gandao	canonical
感情|感情|gan3 qing2	gan3qing2	ganqing	canonical
感染|感染|gan3 ran3	gan3ran3	ganran	canonical
感覺|感觉|gan3 jue2	gan3jue2	ganjue	canonical
態度|态度|tai4 du5	tai4du5	taidu	canonical
慢|慢|man4	man4	man	canonical
慶祝|庆祝|qing4 zhu4	qing4zhu4	qingzhu	canonical
應|应|ying1	ying1	ying	canonical
應|应|ying4	ying4	ying	canonical
應該|应该|ying1 gai1	ying1gai1	yinggai	canonical
懷|怀|huai2	huai2	huai	canonical
懷疑|怀疑|huai2 yi2	huai2yi2	huaiyi	canonical
成|成|cheng2	cheng2	cheng	canonical
成功|成功|cheng2 gong1	cheng2gong1	chenggong	canonical
成員|成员|cheng2 yuan2	cheng2yuan2	chengyuan	canonical
成就|成就|cheng2 jiu4	cheng2jiu4	chengjiu	canonical
成為|成为|cheng2 wei2	cheng2wei2	chengwei	canonical
成熟|成熟|cheng2 shu2	cheng2shou2	chengshou	variant
成熟|成熟|cheng2 shu2	cheng2shu2	chengshu	canonical
成立|成立|cheng2 li4	cheng2li4	chengli	canonical
成績|成绩|cheng2 ji4	cheng2ji4	chengji	canonical
成長|成长|cheng2 zhang3	cheng2zhang3	chengzhang	canonical
我|我|wo3	wo3	wo	canonical
我們|我们|wo3 men5	wo3men5	women	canonical
或|或|huo4	huo4	huo	canonical
或是|或是|huo4 shi4	huo4shi4	huoshi	canonical
或者|或者|huo4 zhe3	huo4zhe3	huozhe	canonical
戰|战|zhan4	zhan4	zhan	canonical
戰士|战士|zhan4 shi4	zhan4shi4	zhanshi	canonical
戰爭|战争|zhan4 zheng1	zhan4zheng1	zhanzheng	canonical
戰鬥|战斗|zhan4 dou4	zhan4dou4	zhandou	canonical
戲|戏|xi4	xi4	xi	canonical
戴|戴|dai4	dai4	dai	canonical
戶|户|hu4	hu4	hu	canonical
房|房|fang2	fang2	fang	canonical
所|所|suo3	suo3	suo	canonical
所以|所以|suo3 yi3	suo3yi3	suoyi	canonical
所在|所在|suo3 zai4	suo3zai4	suozai	canonical
所有|所有|suo3 you3	suo3you3	suoyou	canonical
所謂|所谓|suo3 wei4	suo3wei4	suowei	canonical
手機|手机|shou3 ji1	shou3ji1	shouji	canonical
手段|手段|shou3 duan4	shou3duan4	shouduan	canonical
手術|手术|shou3 shu4	shou3shu4	shoushu	canonical
扎|扎|zha1	zha1	zha	canonical
打|打|da3	da3	da	canonical
打擊|打击|da3 ji1	da3ji1	daji	canonical
打算|打算|da3 suan4	da3suan4	dasuan	canonical
打開|打开|da3 kai1	da3kai1	dakai	canonical
托|托|tuo1	tuo1	tuo	canonical
扮演|扮演|ban4 yan3	ban4yan3	banyan	canonical
批|批|pi1	pi1	pi	canonical
批准|批准|pi1 zhun3	pi1zhun3	pizhun	canonical
批評|批评|pi1 ping2	pi1ping2	piping	canonical
找|找|zhao3	zhao3	zhao	canonical
找到|找到|zhao3 dao4	zhao3dao4	zhaodao	canonical
承認|承认|cheng2 ren4	cheng2ren4	chengren	canonical
承諾|承诺|cheng2 nuo4	cheng2nuo4	chengnuo	canonical
把|把|ba3	ba3	ba	canonical
把|把|ba4	ba4	ba	canonical
投|投|tou2	tou2	tou	canonical
投入|投入|tou2 ru4	tou2ru4	touru	canonical
投票|投票|tou2 piao4	tou2piao4	toupiao	canonical
投資|投资|tou2 zi1	tou2zi1	touzi	canonical
投降|投降|tou2 xiang2	tou2xiang2	touxiang	canonical
拉|拉|la1	la1	la	canonical
拉|拉|la2	la2	la	canonical
拍|拍|pai1	pai1	pai	canonical
拍攝|拍摄|pai1 she4	pai1she4	paishe	canonical
拒絕|拒绝|ju4 jue2	ju4jue2	jujue	canonical
拜|拜|bai4	bai4	bai	canonical
拳|拳|quan2	quan2	quan	canonical
拿|拿|na2	na2	na	canonical
持續|持续|chi2 xu4	chi2xu4	chixu	canonical
指|指|zhi3	zhi3	zhi	canonical
指出|指出|zhi3 chu1	zhi3chu1	zhichu	canonical
指導|指导|zhi3 dao3	zhi3dao3	zhidao	canonical
指控|指控|zhi3 kong4	zhi3kong4	zhikong	canonical
指揮|指挥|zhi3 hui1	zhi3hui1	zhihui	canonical
按|按|an4	an4	an	canonical
按照|按照|an4 zhao4	an4zhao4	anzhao	canonical
挑戰|挑战|tiao3 zhan4	tiao3zhan4	tiaozhan	canonical
捲|卷|juan3	juan3	juan	canonical
授權|授权|shou4 quan2	shou4quan2	shouquan	canonical
掉|掉|diao4	diao4	diao	canonical
掌握|掌握|zhang3 wo4	zhang3wo4	zhangwo	canonical
排|排|pai2	pai2	pai	canonical
掛|挂|gua4	gua4	gua	canonical
採取|采取|cai3 qu3	cai3qu3	caiqu	canonical
接|接|jie1	jie1	jie	canonical
接受|接受|jie1 shou4	jie1shou4	jieshou	canonical
接著|接着|jie1 zhe5	jie1zhe5	jiezhe	canonical
接觸|接触|jie1 chu4	jie1chu4	jiechu	canonical
接近|接近|jie1 jin4	jie1jin4	jiejin	canonical
控制|控制|kong4 zhi4	kong4zhi4	kongzhi	canonical
推|推|tui1	tui1	tui	canonical
措施|措施|cuo4 shi1	cuo4shi1	cuoshi	canonical
描述|描述|miao2 shu4	miao2shu4	miaoshu	canonical
提|提|ti2	ti2	ti	canonical
提供|提供|ti2 gong1	ti2gong1	tigong	canonical
提出|提出|ti2 chu1	ti2chu1	tichu	canonical
提到|提到|ti2 dao4	ti2dao4	tidao	canonical
提議|提议|ti2 yi4	ti2yi4	tiyi	canonical
提高|提高|ti2 gao1	ti2gao1	tigao	canonical
換|换|huan4	huan4	huan	canonical
損失|损失|sun3 shi1	sun3shi1	sunshi	canonical
搬|搬|ban1	ban1	ban	canonical
摩|摩|mo2	mo2	mo	canonical
播|播|bo1	bo1	bo	canonical
播|播|bo1	bo4	bo	variant
擁有|拥有|yong1 you3	yong1you3	yongyou	canonical
擊|击|ji1	ji1	ji	canonical
擊|击|ji1	ji2	ji	variant
擊敗|击败|ji1 bai4	ji1bai4	jibai	canonical
擔心|担心|dan1 xin1	dan1xin1	danxin	canonical
支|支|zhi1	zhi1	zhi	canonical
支持|支持|zhi1 chi2	zhi1chi2	zhichi	canonical
支援|支援|zhi1 yuan2	zhi1yuan2	zhiyuan	canonical
收|收|shou1	shou1	shou	canonical
收入|收入|shou1 ru4	shou1ru4	shouru	canonical
收到|收到|shou1 dao4	shou1dao4	shoudao	canonical
收集|收集|shou1 ji2	shou1ji2	shouji	canonical
改|改|gai3	gai3	gai	canonical
改變|改变|gai3 bian4	gai3bian4	gaibian	canonical
攻擊|攻击|gong1 ji1	gong1ji1	gongji	canonical
放|放|fang4	fang4	fang	canonical
放棄|放弃|fang4 qi4	fang4qi4	fangqi	canonical
政府|政府|zheng4 fu3	zheng4fu3	zhengfu	canonical
政策|政策|zheng4 ce4	zheng4ce4	zhengce	canonical
故事|故事|gu4 shi4	gu4shi4	gushi	canonical
故事|故事|gu4 shi5	gu4shi5	gushi	canonical
效果|效果|xiao4 guo3	xiao4guo3	xiaoguo	canonical
救|救|jiu4	jiu4	jiu	canonical
教|教|jiao1	jiao1	jiao	canonical
教|教|jiao4	jiao4	jiao	canonical
教堂|教堂|jiao4 tang2	jiao4tang2	jiaotang	canonical
教授|教授|jiao1 shou4	jiao1shou4	jiaoshou	canonical
教授|教授|jiao4 shou4	jiao4shou4	jiaoshou	canonical
教會|教会|jiao1 hui4	jiao1hui4	jiaohui	canonical
教會|教会|jiao4 hui4	jiao4hui4	jiaohui	canonical
教練|教练|jiao4 lian4	jiao4lian4	jiaolian	canonical
教育|教育|jiao4 yu4	jiao4yu4	jiaoyu	canonical
敢|敢|gan3	gan3	gan	canonical
敬|敬|jing4	jing4	jing	canonical
整|整|zheng3	zheng3	zheng	canonical
整個|整个|zheng3 ge4	zheng3ge4	zhengge	canonical
敵人|敌人|di2 ren2	di2ren2	diren	canonical
數|数|shu3	shu3	shu	canonical
數|数|shu4	shu4	shu	canonical
數|数|shuo4	shuo4	shuo	canonical
數字|数字|shu4 zi4	shu4zi4	shuzi	canonical
數學|数学|shu4 xue2	shu4xue2	shuxue	canonical
數據|数据|shu4 ju4	shu4ju4	shuju	canonical
數量|数量|shu4 liang4	shu4liang4	shuliang	canonical
文|文|wen2	wen2	wen	canonical
文件|文件|wen2 jian4	wen2jian4	wenjian	canonical
文化|文化|wen2 hua4	wen2hua4	wenhua	canonical
文章|文章|wen2 zhang1	wen2zhang1	wenzhang	canonical
斗|斗|dou3	dou3	dou	canonical
斯|斯|si1	si1	si	canonical
新|新|xin1	xin1	xin	canonical
新聞|新闻|xin1 wen2	xin1wen2	xinwen	canonical
斷|断|duan4	duan4	duan	canonical
方|方|fang1	fang1	fang	canonical
方便|方便|fang1 bian4	fang1bian4	fangbian	canonical
方向|方向|fang1 xiang4	fang1xiang4	fangxiang	canonical
方式|方式|fang1 shi4	fang1shi4	fangshi	canonical
方案|方案|fang1 an4	fang1an4	fangan	canonical
方法|方法|fang1 fa3	fang1fa3	fangfa	canonical
方面|方面|fang1 mian4	fang1mian4	fangmian	canonical
於|于|yu2	yu2	yu	canonical
於|於|wu1	wu1	wu	canonical
於是|于是|yu2 shi4	yu2shi4	yushi	canonical
施|施|shi1	shi1	shi	canonical
旁|旁|pang2	pang2	pang	canonical
旅|旅|lu:3	lv3	lv	canonical
旅行|旅行|lu:3 xing2	lv3xing2	lvxing	canonical
旅遊|旅游|lu:3 you2	lv3you2	lvyou	canonical
族|族|zu2	zu2	zu	canonical
既|既|ji4	ji4	ji	canonical
早|早|zao3	zao3	zao	canonical
早上|早上|zao3 shang5	zao3shang5	zaoshang	canonical
明|明|ming2	ming2	ming	canonical
明星|明星|ming2 xing1	ming2xing1	mingxing	canonical
明確|明确|ming2 que4	ming2que4	mingque	canonical
明顯|明显|ming2 xian3	ming2xian3	mingxian	canonical
易|易|yi4	yi4	yi	canonical
星|星|xing1	xing1	xing	canonical
是|是|shi4	shi4	shi	canonical
是否|是否|shi4 fou3	shi4fou3	shifou	canonical
時|时|shi2	shi2	shi	canonical
時代|时代|shi2 dai4	shi2dai4	shidai	canonical
時候|时候|shi2 hou5	shi2hou5	shihou	canonical
時期|时期|shi2 qi1	shi2qi1	shiqi	canonical
時間|时间|shi2 jian1	shi2jian1	shijian	canonical
晚|晚|wan3	wan3	wan	canonical
晚上|晚上|wan3 shang5	wan3shang5	wanshang	canonical
普|普|pu3	pu3	pu	canonical
普通|普通|pu3 tong1	pu3tong1	putong	canonical
暫時|暂时|zan4 shi2	zan4shi2	zanshi	canonical
暴力|暴力|bao4 li4	bao4li4	baoli	canonical
曲|曲|qu1	qu1	qu	canonical
曲|曲|qu3	qu3	qu	canonical
更|更|geng1	geng1	geng	canonical
更|更|geng4	geng4	geng	canonical
更加|更加|geng4 jia1	geng4jia1	gengjia	canonical
書|书|shu1	shu1	shu	canonical
曼|曼|man4	man4	man	canonical
曾|曾|ceng2	ceng2	ceng	canonical
曾|曾|zeng1	zeng1	zeng	canonical
曾經|曾经|ceng2 jing1	ceng2jing1	cengjing	canonical
替|替|ti4	ti4	ti	canonical
最|最|zui4	zui4	zui	canonical
最佳|最佳|zui4 jia1	zui4jia1	zuijia	canonical
最初|最初|zui4 chu1	zui4chu1	zuichu	canonical
最後|最后|zui4 hou4	zui4hou4	zuihou	canonical
最終|最终|zui4 zhong1	zui4zhong1	zuizhong	canonical
最近|最近|zui4 jin4	zui4jin4	zuijin	canonical
最高|最高|zui4 gao1	zui4gao1	zuigao	canonical
會|会|kuai4	kuai4	kuai	canonical
會議|会议|hui4 yi4	hui4yi4	huiyi	canonical
月|月|yue4	yue4	yue	canonical
有些|有些|you3 xie1	you3xie1	youxie	canonical
有人|有人|you3 ren2	you3ren2	youren	canonical
有所|有所|you3 suo3	you3suo3	yousuo	canonical
